,Event_Name,Day,Setup,Pre-Event,Event_Start,Event_End,Post-Event,Takedown,Location,Formal_Name,Exp_Head_Count,Act. Head Count,Reservation Name,Reference #,Event Type,Organization,date,Location1
3692,Debate GBM,2/9/2022,7:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,SH 203,Stratton Hall 203 - Classroom,5,,,2022-ABNXWW,Student - Meeting,DEBATE TEAM,9/2/2022,SH
3700,INTRAMURALS: BASKETBALL,2/9/2022,7:00 PM,7:00 PM,7:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 1,Sports and Recreation Center - Court 1,60,0,,2021-ABMMKV,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",9/2/2022,RC
3701,INTRAMURALS: BASKETBALL,2/9/2022,7:00 PM,7:00 PM,7:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 1-2,Sports and Recreation Center - Court 1 & 2 Jointly,60,0,,2021-ABMMKV,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",9/2/2022,RC
3702,INTRAMURALS: BASKETBALL,2/9/2022,7:00 PM,7:00 PM,7:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 2,Sports and Recreation Center - Court 2,60,0,,2021-ABMMKV,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",9/2/2022,RC
3709,AEI GBM,2/9/2022,8:00 PM,8:00 PM,8:00 PM,9:00 PM,9:00 PM,9:00 PM,KH 115,Kaven Hall 115 - Classroom,24,,,2022-ABNZVP,Student - Meeting,ARCHITECTURAL ENGINEERING INSTITUTE,9/2/2022,KH
3710,Guerilla Improv Wednesday Rehearsal,2/9/2022,8:00 PM,8:00 PM,8:00 PM,10:00 PM,10:00 PM,10:00 PM,FL PH-UPR,Fuller Labs - Perreault Hall - Upper Section,7,,,2022-ABNXWG,Student - Performance/Rehearsal,STUDENT COMEDY PRODUCTIONS,9/2/2022,FL
3711,Simple Harmonic Motion-Matthew Liliedahl,2/9/2022,8:00 PM,8:00 PM,8:00 PM,10:00 PM,10:00 PM,10:00 PM,AH B06,Alden Hall B06 - Janet Earle Room,16,,,2022-ABNXNZ,Performance/Rehearsal,HUMANITIES & ARTS,9/2/2022,AH
3712,TKE Trivia,2/9/2022,8:00 PM,8:00 PM,8:00 PM,10:00 PM,10:00 PM,10:00 PM,SL 115,Salisbury Labs 115 - Kinnicutt Hall,100,,,2022-ABPBNG,Student - Competition,TAU KAPPA EPSILON,9/2/2022,SL
3713,PRACTICE: DANCE TEAM,2/9/2022,8:30 PM,8:30 PM,8:30 PM,10:00 PM,10:00 PM,10:00 PM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,9/2/2022,RC
3714,PRACTICE: DANCE TEAM,2/9/2022,8:30 PM,8:30 PM,8:30 PM,10:00 PM,10:00 PM,10:00 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,9/2/2022,RC
3715,PRACTICE: DANCE TEAM,2/9/2022,8:30 PM,8:30 PM,8:30 PM,10:00 PM,10:00 PM,10:00 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,9/2/2022,RC
3716,PRACTICE: DANCE TEAM,2/9/2022,8:30 PM,8:30 PM,8:30 PM,10:00 PM,10:00 PM,10:00 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,9/2/2022,RC
3717,PRACTICE: DANCE TEAM,2/9/2022,8:30 PM,8:30 PM,8:30 PM,10:00 PM,10:00 PM,10:00 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,9/2/2022,RC
3718,PRACTICE: DANCE TEAM,2/9/2022,8:30 PM,8:30 PM,8:30 PM,10:00 PM,10:00 PM,10:00 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,9/2/2022,RC
3719,Phi Kappa Theta Cabinet,2/9/2022,9:00 PM,9:00 PM,9:00 PM,10:00 PM,10:00 PM,10:00 PM,FL BECKETT CONF RM,Fuller Labs - Beckett Conference Room,15,,,2022-ABNXJN,Student - Meeting,PHI KAPPA THETA,9/2/2022,FL
3721,KilroyMeeting,2/9/2022,9:00 PM,9:00 PM,9:00 PM,11:00 PM,11:00 PM,11:00 PM,FL PH-LWR,Fuller Labs - Perreault Hall - Lower Section,10,,,2022-ABPDQV,Student - Meeting,STUDENT COMEDY PRODUCTIONS,9/2/2022,FL
